relative_path	kind	category	size_bytes	sha256	paper_level	debug_only
res/report_assets/official_csv_loop_task_conditioned_guidance_multiseed/task_conditioned_guidance_multiseed_bars.png	png	other_visual_media	105260	5e2f14a380229276481c1b532b9175b1a95232f6ebe4bacea92bf29b7eee1cc1	False	False
res/report_assets/official_csv_loop_task_conditioned_guidance_multiseed/task_conditioned_guidance_multiseed_seed_scatter.png	png	other_visual_media	110430	7ded48b6c4da64b5ca13c5264c3f67f6c088c5a1b4a9b2b0761ddc4370b10b5e	False	False
res/report_assets/official_csv_loop_task_conditioned_guidance_summary/task_conditioned_guidance_overview.png	png	other_visual_media	148339	88924f9d302c299cda5f47d679c754f2cc9c066ef5d59d95b873f777bac4f8fe	False	False
res/report_assets/official_csv_loop_task_conditioned_guidance_summary/task_conditioned_guidance_tradeoff.png	png	other_visual_media	112070	6bc1be45331217ee89f9285a0991d8216ea56b9f395fbb541bcffcdd4ba96da9	False	False
res/report_assets/official_csv_loop_teacher_rollout_dataset/teacher_rollout_action_distribution.png	png	other_visual_media	95232	bc097d9cce34f765c98b4784ab0e3ff521760926e1529eb2fe248b1cf9bbb55a	False	False
res/report_assets/official_csv_loop_teacher_rollout_dataset/teacher_rollout_motion_step_coverage.png	png	other_visual_media	88892	2b93e8d200de7464d7d05d9cf704c8183b227ef9518a1f02fafdd23c55672df2	False	False
res/report_assets/official_csv_loop_teacher_rollout_dataset/teacher_rollout_reward_done_timeseries.png	png	other_visual_media	155213	f959249f4f00abf310c427211e566170b7096e36396e49e226c0a8d74ae606ce	False	False
res/report_assets/official_csv_loop_vae_closed_loop_rollout_eval/vae_closed_loop_action_magnitude.png	png	other_visual_media	180559	7a933ff7be8138c4c77745a4afdf2164dc0372e6a2462f5b58723b0673932688	False	False
res/report_assets/official_csv_loop_vae_closed_loop_rollout_eval/vae_closed_loop_action_reconstruction_error.png	png	other_visual_media	133916	c011c9d5da8bf67e18c5f6427ea04033749cfac375c13c652484c36d616d8e9c	False	False
res/report_assets/official_csv_loop_vae_closed_loop_rollout_eval/vae_closed_loop_gpu_memory.png	png	other_visual_media	94022	ce6b770153fc9a4c02fec0ed43e52abccbdbbb5bba6b484173a2329fdf3ec8dc	False	False
res/report_assets/official_csv_loop_vae_closed_loop_rollout_eval/vae_closed_loop_reward_done_timeseries.png	png	other_visual_media	154108	f57a24bd1310a2aeefa0acf3f4fe4cb5a428e68cfbe99bb7619d08da60c244f4	False	False
res/report_assets/official_csv_loop_vae_closed_loop_rollout_eval/vae_closed_loop_tracking_errors.png	png	other_visual_media	89377	fe1346bf79c0f2e41da846f459b55f1e417b02d2619f9e134a4d901c86363e94	False	False
res/runs/level_c_bounded_debug_diffusion_static_000_20260617_083000/figures/debug_training_loss.png	png	debug_run_figure	3239	ff6c51783df4ee323738841dcab2f0dd0ea00a9b7b0f815ae8b3795097d365aa	False	True
res/runs/level_c_lafan1_paper_arch_symmetry_augmented_seed_20260622_static_000_20260617_215500/figures/diffusion_tau_mse.png	png	debug_run_figure	3094	115c79ec526043b2ed85be2c0ce2ed70fbba23f7413810c8ff4857d5b73cccf4	False	True
res/runs/level_c_lafan1_paper_arch_symmetry_augmented_seed_20260622_static_000_20260617_215500/figures/vae_action_mse.png	png	debug_run_figure	3650	736c64bcf5d6e62b93af4718c9deb241db52ed412f7e13ee350cb08751c7ae25	False	True
res/runs/level_c_lafan1_paper_arch_symmetry_augmented_seed_20260623_static_000_20260617_215500/figures/diffusion_tau_mse.png	png	debug_run_figure	3095	8cb4acdb8c225440bfffc9f30c53f9370952052c3dcdf3481413c391ce911b3a	False	True
res/runs/level_c_lafan1_paper_arch_symmetry_augmented_seed_20260623_static_000_20260617_215500/figures/vae_action_mse.png	png	debug_run_figure	3670	d8bce9a5d6df8795c01479ceda13db02c40061328948ee10d3791362c0ec6a75	False	True
res/runs/level_c_lafan1_paper_arch_symmetry_augmented_smoke_static_000_20260617_214500/figures/diffusion_tau_mse.png	png	debug_run_figure	3679	207d5582934d3d8ac5fc6ffee1367e622ffb3106a663944e14a1e54930475a81	False	True
res/runs/level_c_lafan1_paper_arch_symmetry_augmented_smoke_static_000_20260617_214500/figures/vae_action_mse.png	png	debug_run_figure	2104	e1205f5dd5d813c8eebc3c682d536a3edc98075d8ec4bd80157373a98828d602	False	True
